,code,en_name,ch_name
0,M00,Pyogenic arthritis,化膿性關節炎
1,M000,Staphylococcal arthritis and polyarthritis,葡萄球菌性關節炎及多關節炎
2,M0000,"Staphylococcal arthritis, unspecified joint",未特定側性關節葡萄球菌性關節炎
3,M0001,"Staphylococcal arthitis, shoulder",肩部葡萄球菌性關節炎
4,M00011,"Staphylococcal arthritis, right shoulder",右側肩部葡萄球菌性關節炎
5,M00012,"Staphylococcal arthritis, left shoulder",左側肩部葡萄球菌性關節炎
6,M00019,"Staphylococcal arthritis, unspecified shoulder",未特定側性肩部葡萄球菌性關節炎
7,M0002,"Staphylococcal arthritis, elbow",肘部葡萄球菌性關節炎
8,M00021,"Staphylococcal arthritis, right elbow",右側肘部葡萄球菌性關節炎
9,M00022,"Staphylococcal arthritis, left elbow",左側肘部葡萄球菌性關節炎
10,M00029,"Staphylococcal arthritis, unspecified elbow",未特定側性肘部葡萄球菌性關節炎
11,M0003,"Staphylococcal arthritis, wrist",腕部葡萄球菌性關節炎
12,M00031,"Staphylococcal arthritis, right wrist",右側腕部葡萄球菌性關節炎
13,M00032,"Staphylococcal arthritis, left wrist",左側腕部葡萄球菌性關節炎
14,M00039,"Staphylococcal arthritis, unspecified wrist",未特定側性腕部葡萄球菌性關節炎
15,M0004,"Staphylococcal arthritis, hand",手部葡萄球菌性關節炎
16,M00041,"Staphylococcal arthritis, right hand",右側手部葡萄球菌性關節炎
17,M00042,"Staphylococcal arthritis, left hand",左側手部葡萄球菌性關節炎
18,M00049,"Staphylococcal arthritis, unspecified hand",未特定側性手部葡萄球菌性關節炎
19,M0005,"Staphylococcal arthritis, hip",髖部葡萄球菌性關節炎
20,M00051,"Staphylococcal arthritis, right hip",右側髖部葡萄球菌性關節炎
21,M00052,"Staphylococcal arthritis, left hip",左側髖部葡萄球菌性關節炎
22,M00059,"Staphylococcal arthritis, unspecified hip",未特定側性髖部葡萄球菌性關節炎
23,M0006,"Staphylococcal arthritis, knee",膝部葡萄球菌性關節炎
24,M00061,"Staphylococcal arthritis, right knee",右側膝部葡萄球菌性關節炎
25,M00062,"Staphylococcal arthritis, left knee",左側膝部葡萄球菌性關節炎
26,M00069,"Staphylococcal arthritis, unspecified knee",未特定側性膝部葡萄球菌性關節炎
27,M0007,"Staphylococcal arthritis, ankle and foot",踝部及足部葡萄球菌性關節炎
28,M00071,"Staphylococcal arthritis, right ankle and foot",右側踝部及足部葡萄球菌性關節炎
29,M00072,"Staphylococcal arthritis, left ankle and foot",左側踝部及足部葡萄球菌性關節炎
30,M00079,"Staphylococcal arthritis, unspecified ankle and foot",未特定側性髖部及足部葡萄球菌性關節炎
31,M0008,"Staphylococcal arthritis, vertebrae",脊椎葡萄球菌性關節炎
32,M0009,Staphylococcal polyarthritis,葡萄球菌性多關節炎
33,M001,Pneumococcal arthritis and polyarthritis,肺炎雙球菌性關節炎及多關節炎
34,M0010,"Pneumococcal arthritis, unspecified joint",未特定側性關節肺炎雙球菌性關節炎
35,M0011,"Pneumococcal arthritis, shoulder",肩部肺炎雙球菌性關節炎
36,M00111,"Pneumococcal arthritis, right shoulder",右側肩部肺炎雙球菌性關節炎
37,M00112,"Pneumococcal arthritis, left shoulder",左側肩部肺炎雙球菌性關節炎
