,code,en_name,ch_name
0,L00,Staphylococcal scalded skin syndrome,葡萄球菌皮膚燙傷樣症候群
1,L01,Impetigo,膿痂疹
2,L010,Impetigo,膿痂疹
3,L0100,"Impetigo, unspecified",膿痂疹，未特定
4,L0101,Non-bullous impetigo,非水疱性膿痂疹
5,L0102,Bockhart's impetigo,巴克哈特氏膿痂疹
6,L0103,Bullous impetigo,水疱性膿痂疹
7,L0109,Other impetigo,其他膿痂疹
8,L011,Impetiginization of other dermatoses,其他皮膚病合併膿痂疹
9,L02,"Cutaneous abscess, furuncle and carbuncle",皮膚膿瘍，癤和癰
10,L020,"Cutaneous abscess, furuncle and carbuncle of face",臉部皮膚膿瘍，癤和癰
11,L0201,Cutaneous abscess of face,臉部皮膚膿瘍
12,L0202,Furuncle of face,癤，臉部
13,L0203,Carbuncle of face,癰，臉部
14,L021,"Cutaneous abscess, furuncle and carbuncle of neck",頸部皮膚膿瘍，癤和癰
15,L0211,Cutaneous abscess of neck,頸部皮膚膿瘍
16,L0212,Furuncle of neck,癤，頸部
17,L0213,Carbuncle of neck,癰，頸部
18,L022,"Cutaneous abscess, furuncle and carbuncle of trunk",軀幹皮膚膿瘍，癤和癰
19,L0221,Cutaneous abscess of trunk,軀幹皮膚膿瘍
20,L02211,Cutaneous abscess of abdominal wall,腹壁皮膚膿瘍
21,L02212,"Cutaneous abscess of back [any part, except buttock]",背部皮膚膿瘍(臀部除外)
22,L02213,Cutaneous abscess of chest wall,胸壁皮膚膿瘍
23,L02214,Cutaneous abscess of groin,腹股溝皮膚膿瘍
24,L02215,Cutaneous abscess of perineum,會陰皮膚膿瘍
25,L02216,Cutaneous abscess of umbilicus,臍皮膚膿瘍
26,L02219,"Cutaneous abscess of trunk, unspecified",軀幹皮膚膿瘍，未特定
27,L0222,Furuncle of trunk,癤，軀幹
28,L02221,Furuncle of abdominal wall,癤，腹壁
29,L02222,"Furuncle of back [any part, except buttock]",癤，背部(臀部除外)
30,L02223,Furuncle of chest wall,癤，胸壁
31,L02224,Furuncle of groin,癤，腹股溝
32,L02225,Furuncle of perineum,癤，會陰
33,L02226,Furuncle of umbilicus,癤，臍
34,L02229,"Furuncle of trunk, unspecified",癤，軀幹，未特定
35,L0223,Carbuncle of trunk,癰，軀幹
36,L02231,Carbuncle of abdominal wall,癰，腹壁
37,L02232,"Carbuncle of back [any part, except buttock]",癰，背部(臀部除外)
38,L02233,Carbuncle of chest wall,癰，胸壁
39,L02234,Carbuncle of groin,癰，腹股溝
40,L02235,Carbuncle of perineum,癰，會陰
41,L02236,Carbuncle of umbilicus,癰，臍
42,L02239,"Carbuncle of trunk, unspecified",癰，軀幹，未特定
43,L023,"Cutaneous abscess, furuncle and carbuncle of buttock",臀部皮膚膿瘍，癤和癰
44,L0231,Cutaneous abscess of buttock,臀部皮膚膿瘍
45,L0232,Furuncle of buttock,癤，臀部
46,L0233,Carbuncle of buttock,癰，臀部
47,L024,"Cutaneous abscess, furuncle and carbuncle of limb",肢體皮膚膿瘍，癤和癰
48,L0241,Cutaneous abscess of limb,肢體皮膚膿瘍
49,L02411,Cutaneous abscess of right axilla,右腋皮膚膿瘍
50,L02412,Cutaneous abscess of left axilla,左腋皮膚膿瘍
51,L02413,Cutaneous abscess of right upper limb,右上肢皮膚膿瘍
52,L02414,Cutaneous abscess of left upper limb,左上肢皮膚膿瘍
53,L02415,Cutaneous abscess of right lower limb,右下肢皮膚膿瘍
54,L02416,Cutaneous abscess of left lower limb,左下肢皮膚膿瘍
55,L02419,"Cutaneous abscess of limb, unspecified",肢體皮膚膿瘍，未特定
