,code,en_name,ch_name
0,I00,Rheumatic fever without heart involvement,未提侵及心臟之風濕熱
1,I01,Rheumatic fever with heart involvemant,伴有侵及心臟之風濕熱
2,I010,Acute rheumatic pericarditis,急性風濕性心包膜炎
3,I011,Acute rheumatic endocarditis,急性風濕性心內膜炎
4,I012,Acute rheumatic myocarditis,急性風濕性心肌炎
5,I018,Other acute rheumatic heart disease,其他急性風濕性心臟病
6,I019,"Acute rheumatic heart disease, unspecified",急性風濕性心臟病，未特定
7,I02,Rheumatic chorea,風濕性舞蹈症
8,I020,Rheumatic chorea with heart involvement,伴有侵及心臟之風濕性舞蹈症
9,I029,Rheumatic chorea without heart involvement,未提侵及心臟之風濕性舞蹈症
10,I05,Rheumatic mitral valve diseases,風濕性二尖瓣疾病
11,I050,Rheumatic mitral stenosis,風濕性二尖瓣狹窄
12,I051,Rheumatic mitral insufficiency,風濕性二尖瓣閉鎖不全
13,I052,Rheumatic mitral stenosis with insufficiency,風濕性二尖瓣狹窄伴有閉鎖不全
14,I058,Other rheumatic mitral valve diseases,其他風濕性二尖瓣疾病
15,I059,"Rheumatic mitral valve disease, unspecified",風濕性二尖瓣疾病，未特定
16,I06,Rheumatic aortic valve diseases,風濕性主動脈瓣疾病
17,I060,Rheumatic aortic stenosis,風濕性主動脈瓣狹窄
18,I061,Rheumatic aortic insufficiency,風濕性主動脈瓣閉鎖不全
19,I062,Rheumatic aortic stenosis with insufficiency,風濕性主動脈瓣狹窄伴有閉鎖不全
20,I068,Other rheumatic aortic valve diseases,其他風濕性主動脈瓣疾病
21,I069,"Rheumatic aortic valve disease, unspecified",風濕性主動脈瓣疾病，未特定
22,I07,Rheumatic tricuspid valve diseases,風濕性三尖脈瓣疾病
23,I070,Rheumatic tricuspid stenosis,風濕性三尖脈瓣狹窄
24,I071,Rheumatic tricuspid insufficiency,風濕性三尖瓣閉鎖不全
25,I072,Rheumatic tricuspid stenosis and insufficiency,風濕性三尖脈瓣狹窄伴有閉鎖不全
26,I078,Other rheumatic tricuspid valve diseases,其他風濕性三尖瓣疾病
27,I079,"Rheumatic tricuspid valve disease, unspecified",風濕性三尖瓣疾病，未特定
28,I08,Multiple valve diseases,多發性瓣膜疾病
29,I080,Rheumatic disorders of both mitral and aortic valves,多發性風濕性瓣膜疾患包括二尖瓣及主動脈瓣
30,I081,Rheumatic disorders of both mitral and tricuspid valves,多發性風濕性瓣膜疾患包括二尖瓣及三尖瓣
31,I082,Rheumatic disorders of both aortic and tricuspid valves,多發性風濕性瓣膜疾患包括主動脈瓣及三尖瓣
32,I083,"Combined rheumatic disorders of mitral, aortic and tricuspid valves",多發性風濕性瓣膜疾患合併二尖瓣、主動脈瓣及三尖瓣
33,I088,Other rheumatic multiple valve diseases,其他多發性風濕性瓣膜疾病
34,I089,"Rheumatic multiple valve disease, unspecified",多發性風濕性瓣膜疾病，未特定
35,I09,Other rheumatic heart diseases,其他風濕性心臟疾病
36,I090,Rheumatic myocarditis,風濕性心肌炎
37,I091,"Rheumatic diseases of endocardium, valve unspecified",瓣膜未特定之風濕性心內膜疾病
38,I092,Chronic rheumatic pericarditis,慢性風濕性心包膜炎
39,I098,Other specified rheumatic heart diseases,其他特定性風濕性心臟疾病
40,I0981,Rheumatic heart failure,風濕性心臟衰竭
41,I0989,Other specified rheumatic heart diseases,其他特定風濕性心臟疾病
42,I099,"Rheumatic heart disease, unspecified",風濕性心臟疾病，未特定
43,I10,Essential (primary) hypertension,本態性(原發性)高血壓
44,I11,Hypertensive heart disease,高血壓性心臟病
45,I110,Hypertensive heart disease with heart failure,高血壓性心臟病伴有心臟衰竭
46,I119,Hypertensive heart disease without heart failure,高血壓性心臟病，無心臟衰竭
47,I12,Hypertensive chronic kidney disease,高血壓性慢性腎臟病
48,I120,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,高血壓性慢性腎臟病伴有第五期慢性腎病或末期腎病
49,I129,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",高血壓性慢性腎臟病伴有第一至第四期慢性腎病或未特定慢性腎病
50,I13,Hypertensive heart and chronic kidney disease,高血壓性心臟及慢性腎臟病
51,I130,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",高血壓性心臟及慢性腎臟病伴有心臟衰竭及第一至第四期慢性腎病或未特定慢性腎病
52,I131,Hypertensive heart and chronic kidney disease without heart failure,高血壓性心臟及慢性腎臟病未提及心臟衰竭
