,code,en_name,ch_name
0,A00,Cholera,霍亂
1,A000,"Cholera due to Vibrio cholerae 01, biovar cholerae",血清型01 cholerae霍亂弧菌所致之霍亂
2,A001,"Cholera due to Vibrio cholerae 01, biovar eltor",血清型01 eltor霍亂弧菌所致之霍亂
3,A009,"Cholera, unspecified",霍亂，未特定
4,A01,Typhoid and paratyphoid fevers,傷寒及副傷寒
5,A010,Typhoid fever,傷寒
6,A0100,"Typhoid fever, unspecified",傷寒，未特定
7,A0101,Typhoid meningitis,傷寒腦膜炎
8,A0102,Typhoid fever with heart involvement,傷寒伴有侵及心臟
9,A0103,Typhoid pneumonia,傷寒肺炎
10,A0104,Typhoid arthritis,傷寒關節炎
11,A0105,Typhoid osteomyelitis,傷寒骨髓炎
12,A0109,Typhoid fever with other complications,傷寒熱伴有其他併發症
13,A011,Paratyphoid fever A,A型副傷寒
14,A012,Paratyphoid fever B,B型副傷寒
15,A013,Paratyphoid fever C,C型副傷寒
16,A014,"Paratyphoid fever, unspecified",副傷寒，未特定
17,A02,Other salmonella infections,其他沙門感染
18,A020,Salmonella enteritis,沙門桿菌腸炎
19,A021,Salmonella sepsis,沙門桿菌敗血症
20,A022,Localized salmonella infections,局部沙門感染
21,A0220,"Localized salmonella infection, unspecified",局部沙門桿菌感染，未特定
22,A0221,Salmonella meningitis,沙門桿菌腦膜炎
23,A0222,Salmonella pneumonia,沙門桿菌肺炎
24,A0223,Salmonella arthritis,沙門桿菌關節炎
25,A0224,Salmonella osteomyelitis,沙門桿菌骨髓炎
26,A0225,Salmonella pyelonephritis,沙門桿菌腎盂腎炎
27,A0229,Salmonella with other localized infection,沙門桿菌伴有其他局部感染
28,A028,Other specified salmonella infections,其他特定之沙門桿菌感染
29,A029,"Salmonella infection, unspecified",沙門桿菌感染，未特定
30,A03,Shigellosis,志賀桿菌病
31,A030,Shigellosis due to Shigella dysenteriae,痢疾性志賀桿菌所致之志賀桿菌病
32,A031,Shigellosis due to Shigella flexneri,Shigella flexneri所致之志賀桿菌病
33,A032,Shigellosis due to Shigella boydii,Shigella boydii所致之志賀桿菌病
34,A033,Shigellosis due to Shigella sonnei,Shigella sonnei所致之志賀桿菌病
35,A038,Other shigellosis,其他志賀桿菌病
36,A039,"Shigellosis, unspecified",志賀桿菌病，未特定
37,A04,Other bacterial intestinal infections,其他細菌性腸道感染
38,A040,Enteropathogenic Escherichia coli infection,腸致病性大腸桿菌感染
39,A041,Enterotoxigenic Escherichia coli infection,產腸毒大腸桿菌感染
40,A042,Enteroinvasive Escherichia coli infection,腸侵襲性大腸桿菌感染
41,A043,Enterohemorrhagic Escherichia coli infection,腸出血性大腸桿菌感染
42,A044,Other intestinal Escherichia coli infections,其他大腸桿菌腸道感染
43,A045,Campylobacter enteritis,彎曲桿菌腸炎
44,A046,Enteritis due to Yersinia enterocolitica,小腸結腸耶氏菌所致腸炎
45,A047,Enterocolitis due to Clostridium difficile,艱難梭菌所致腸道感染
46,A048,Other specified bacterial intestinal infections,其他特定之細菌性腸道感染
47,A049,"Bacterial intestinal infection, unspecified",細菌性腸道感染，未特定
48,A05,"Other bacterial foodborne intoxications,not elsewhere classified",其他細菌性食物中毒、他處未歸類者
