,code,en_name,ch_name
0,Q00,Anencephaly and similar malformations,無腦症及類似畸形
1,Q000,Anencephaly,無腦症
2,Q001,Craniorachischisis,顱骨脊椎裂畸形
3,Q002,Iniencephaly,枕骨裂露腦畸形
4,Q01,Encephalocele,腦膨出症
5,Q010,Frontal encephalocele,額部腦膨出症
6,Q011,Nasofrontal encephalocele,鼻額部腦膨出症
7,Q012,Occipital encephalocele,枕部腦膨出症
8,Q018,Encephalocele of other sites,其他部位腦膨出症
9,Q019,"Encephalocele, unspecified",腦膨出症，未特定
10,Q02,Microcephaly,小頭症
11,Q03,Congenital hydrocephalus,先天性水腦症
12,Q030,Malformations of aqueduct of Sylvius,Sylvius氏腦導水管畸形
13,Q031,Atresia of foramina of Magendie and Luschka,Magendie 氏孔及Luschka氏孔閉鎖
14,Q038,Other congenital hydrocephalus,其他先天性水腦症
15,Q039,"Congenital hydrocephalus, unspecified",先天性水腦症，未特定
16,Q04,Other congenital malformations of brain,腦其他先天性畸形
17,Q040,Congenital malformations of corpus callosum,胼胝體先天性畸形
18,Q041,Arhinencephaly,無嗅腦症
19,Q042,Holoprosencephaly,全前腦症
20,Q043,Other reduction deformities of brain,腦其他短缺畸形
21,Q044,Septo-optic dysplasia of brain,中隔－眼發育不良
22,Q045,Megalencephaly,巨腦症
23,Q046,Congenital cerebral cysts,先天性腦囊腫
24,Q048,Other specified congenital malformations of brain,腦其他特定的先天性畸形
25,Q049,"Congenital malformation of brain, unspecified",腦先天性畸形，未特定
26,Q05,Spina bifida,脊椎裂
27,Q050,Cervical spina bifida with hydrocephalus,頸椎裂伴有水腦症
28,Q051,Thoracic spina bifida with hydrocephalus,胸椎裂伴有水腦症
29,Q052,Lumbar spina bifida with hydrocephalus,腰椎裂伴有水腦症
30,Q053,Sacral spina bifida with hydrocephalus,薦椎裂伴有水腦症
31,Q054,Unspecified spina bifida with hydrocephalus,脊椎裂伴有水腦症
32,Q055,Cervical spina bifida without hydrocephalus,頸椎裂未伴有水腦症
33,Q056,Thoracic spina bifida without hydrocephalus,胸椎裂未伴有水腦症
34,Q057,Lumbar spina bifida without hydrocephalus,腰椎裂未伴有水腦症
35,Q058,Sacral spina bifida without hydrocephalus,薦椎裂未伴有水腦症
36,Q059,"Spina bifida, unspecified",脊椎裂，未特定
37,Q06,Other congenital malformations of spinal cord,脊髓其他先天性畸形
38,Q060,Amyelia,無脊髓
39,Q061,Hypoplasia and dysplasia of spinal cord,脊髓發育不全及發育不良
40,Q062,Diastematomyelia,脊髓裂
41,Q063,Other congenital cauda equina malformations,其他先天性脊髓尾畸形
42,Q064,Hydromyelia,脊髓積水
43,Q068,Other specified congenital malformations of spinal cord,脊髓其他特定的先天性畸形
44,Q069,"Congenital malformation of spinal cord, unspecified",脊髓先天性畸形，未特定
45,Q07,Other congenital malformations of nervous system,神經系統其他先天性畸形
46,Q070,Arnold-Chiari syndrome,Arnold-Chiari 症候群
47,Q0700,Arnold-Chiari syndrome without spina bifida or hydrocephalus,Arnold-Chiari 症候群未伴有脊椎裂或水腦症
48,Q0701,Arnold-Chiari syndrome with spina bifida,Arnold-Chiari 症候群伴有脊椎裂
49,Q0702,Arnold-Chiari syndrome with hydrocephalus,Arnold-Chiari 症候群伴有水腦症
50,Q0703,Arnold-Chiari syndrome with spina bifida and hydrocephalus,Arnold-Chiari症候群伴有脊椎裂或水腦症
51,Q078,Other specified congenital malformations of nervous system,神經系統其他特定的先天性畸形
52,Q079,"Congenital malformation of nervous system, unspecified",神經系統先天性畸形，未特定
53,Q10,"Congenital malformations of eyelid, lacrimal apparatus and orbit",眼瞼、淚器和眼窩先天性畸形
54,Q100,Congenital ptosis,先天性眼瞼下垂
55,Q101,Congenital ectropion,先天性眼瞼外翻
56,Q102,Congenital entropion,先天性眼瞼內翻
57,Q103,Other congenital malformations of eyelid,眼瞼其他先天性畸形
58,Q104,Absence and agenesis of lacrimal apparatus,淚器缺損及發育不全
59,Q105,Congenital stenosis and stricture of lacrimal duct,淚管先天性狹窄
60,Q106,Other congenital malformations of lacrimal apparatus,淚器其他先天性畸形
61,Q107,Congenital malformation of orbit,眼窩先天性畸形
62,Q11,"Anophthalmos, microphthalmos and macrophthalmos",無眼症、小眼畸形及巨眼畸形
63,Q110,Cystic eyeball,眼球囊腫
64,Q111,Other anophthalmos,其他無眼症
65,Q112,Microphthalmos,小眼畸形
66,Q113,Macrophthalmos,巨眼畸形
67,Q12,Congenital lens malformations,先天性水晶體畸形
